open,high,low,close,volume
432.14,432.83,427.29,432.31,3731904
432.31,437.77,428.55,437.07,1137643
437.07,446.83,432.92,441.29,4439054
441.29,444.97,424.69,430.76,1519443
430.76,442.89,423.6,435.87,1577092
435.87,460.61,435.01,456.11,597845
456.11,464.63,447.26,451.65,2834322
451.65,453.9,440.68,448.82,3237931
448.82,455.88,440.3,449.96,958952
449.96,469.18,446.61,463.55,2631969
463.55,471.03,456.56,462.79,1476144
462.79,466.6,459.24,461.26,2788847
461.26,470.8,453.5,465.17,2889024
465.17,468.77,455.04,459.77,511066
459.77,467.03,451.24,454.72,2084808
454.72,459.7,453.19,455.42,2066663
455.42,462.22,435.07,441.23,1435421
441.23,442.29,418.78,424.04,4910546
424.04,432.0,409.85,411.37,3139375
411.37,416.88,408.48,412.16,4242231
412.16,419.74,396.56,403.16,1053851
403.16,418.87,399.31,411.1,2961091
411.1,418.99,404.6,407.59,4566293
407.59,409.45,398.72,403.69,2063479
403.69,418.14,402.58,413.01,4830585
413.01,415.58,405.48,406.08,4997328
406.08,413.52,398.19,399.44,3250359
399.44,403.81,389.08,393.74,523493
393.74,400.87,386.45,393.97,804276
393.97,394.44,384.93,388.34,4148831
388.34,398.87,381.24,391.8,3201002
391.8,402.83,386.42,398.01,4892352
398.01,400.91,391.45,399.06,3519636
399.06,401.23,393.8,395.26,3254926
395.26,407.49,388.24,406.34,1387455
406.34,425.17,399.76,417.13,4251070
417.13,424.94,399.22,404.8,2440788
404.8,410.04,395.65,402.76,3365199
402.76,417.02,397.5,415.06,3502501
415.06,419.47,396.05,402.73,2029124
402.73,410.36,396.07,402.86,1773807
402.86,434.26,400.11,426.96,3857892
426.96,437.55,420.65,429.45,2173138
429.45,433.42,424.77,431.72,1802350
431.72,443.96,425.68,437.11,1791123
437.11,443.26,426.31,426.9,768283
426.9,437.15,422.07,431.16,1119031
431.16,444.64,430.3,441.86,3994886
441.86,452.99,437.28,445.73,4951160
445.73,451.54,443.98,447.51,899112
447.51,449.75,431.91,434.08,1000000
431.91,456.49,429.75,454.22,1500000
