open,high,low,close,volume
119.74,120.58,118.53,119.29,3608312
119.29,119.64,118.88,119.41,1215311
119.41,119.77,118.61,118.85,1723425
118.85,122.57,118.46,122.04,3655373
122.04,123.44,121.53,122.66,2386973
122.66,123.36,122.23,123.15,3306655
123.15,123.92,122.22,122.79,2364756
122.79,124.1,120.34,120.84,3643826
120.84,122.16,118.04,118.93,959837
118.93,120.69,118.8,120.52,1497207
120.52,126.06,119.92,125.26,4477289
125.26,128.99,124.04,127.59,1594367
127.59,127.88,125.83,126.02,1030083
126.02,127.67,123.01,124.35,3377559
124.35,127.37,123.76,125.92,2188498
125.92,130.02,124.99,129.27,3440950
129.27,130.54,126.77,127.56,3393413
127.56,129.07,126.39,126.77,3795607
126.77,127.3,123.18,123.63,1538071
123.63,125.75,122.91,125.54,4534882
125.54,129.7,124.38,128.63,2421227
128.63,130.14,128.33,129.03,3594561
129.03,130.0,124.44,125.15,2111592
125.15,126.76,123.43,126.28,4789717
126.28,127.47,125.77,126.52,1070797
126.52,127.43,123.38,125.07,3712374
125.07,127.43,124.2,126.73,3556407
126.73,128.88,125.32,127.27,3962671
127.27,128.58,126.26,126.81,1693454
126.81,128.39,123.81,123.98,2412430
123.98,125.68,122.26,122.72,1007457
122.72,123.64,122.19,122.32,1834790
122.32,123.4,120.58,121.77,3989075
121.77,123.42,119.19,120.85,814473
120.85,122.21,118.83,119.17,3437839
119.17,121.96,118.97,120.34,1242320
120.34,120.66,117.74,118.84,3723609
118.84,119.57,115.95,116.55,4780494
116.55,117.52,113.26,114.34,4988957
114.34,117.83,114.12,116.37,2777185
116.37,118.08,116.05,117.6,1126730
117.6,118.67,115.76,116.72,4418547
116.72,117.31,115.01,116.06,649752
116.06,119.08,115.27,118.27,1077073
118.27,120.19,116.72,118.95,724280
118.95,119.86,115.41,115.81,2599290
115.81,116.23,114.03,114.99,4890573
114.99,118.52,114.06,117.26,1819453
117.26,118.47,115.97,116.8,4903422
116.8,118.38,115.73,117.03,2031555
117.03,117.62,112.95,113.52,1000000
112.95,119.38,112.39,118.79,1500000
