open,high,low,close,volume
229.14,230.02,226.69,228.83,3676273
228.83,231.69,226.77,231.42,2481687
231.42,237.9,228.55,235.5,4176121
235.5,241.63,233.24,238.67,633271
238.67,240.3,237.0,239.57,3203650
239.57,242.65,238.58,241.06,1096010
241.06,242.44,237.29,237.89,3590689
237.89,241.14,237.48,239.35,612604
239.35,244.21,237.16,241.94,1347916
241.94,243.08,240.29,240.6,3287912
240.6,249.17,239.7,248.76,4464729
248.76,249.12,247.5,248.01,4638224
248.01,251.74,244.88,250.25,2045844
250.25,251.03,241.25,244.53,4381283
244.53,246.7,241.26,243.42,2256920
243.42,244.47,238.07,241.09,2036125
241.09,241.66,236.62,239.01,4374917
239.01,241.85,233.97,236.79,2617875
236.79,243.84,235.54,241.24,1599756
241.24,241.65,229.88,231.67,4542566
231.67,233.84,226.87,227.57,2627239
227.57,227.82,222.16,224.57,4020154
224.57,226.01,215.3,217.7,2605556
217.7,220.37,210.37,212.04,669789
212.04,214.44,209.15,213.88,4436013
213.88,214.6,205.9,208.26,3768961
208.26,208.5,201.31,203.92,2285756
203.92,205.19,201.79,202.68,4944713
202.68,203.52,198.55,200.15,3426935
200.15,202.43,198.87,201.77,2758518
201.77,203.99,197.95,200.02,2796391
200.02,202.35,198.08,198.34,1218449
198.34,200.06,193.72,196.36,3027894
196.36,197.74,192.51,193.34,1462760
193.34,197.28,192.26,194.77,3973415
194.77,196.81,193.18,195.7,536651
195.7,198.14,194.33,196.24,1344521
196.24,197.92,195.86,196.4,3477400
196.4,201.92,195.06,200.76,2924102
200.76,206.47,198.95,205.39,2572541
205.39,207.59,200.72,202.74,2122400
202.74,203.3,198.24,200.18,577356
200.18,200.81,198.93,200.42,2151418
200.42,203.24,197.95,200.8,4339364
200.8,202.44,198.01,199.52,2274775
199.52,201.81,195.77,196.4,1192099
196.4,198.22,194.23,196.12,2658601
196.12,197.1,195.47,196.22,3605771
196.22,197.63,193.73,196.35,4470546
196.35,197.32,191.94,194.61,4585326
194.61,195.58,187.83,188.77,1000000
187.83,198.52,186.89,197.53,1500000
