open,high,low,close,volume
291.08,293.52,288.96,291.97,4906781
291.97,302.27,288.69,297.23,1587969
297.23,310.56,294.47,305.11,1883922
305.11,310.43,299.28,300.79,1924006
300.79,306.34,293.86,294.35,3235745
294.35,297.92,287.97,292.64,694728
292.64,297.35,274.94,280.82,2468743
280.82,282.51,280.39,281.11,4374648
281.11,284.1,273.96,276.01,2435764
276.01,276.53,262.6,263.33,4098424
263.33,278.49,260.63,277.7,3075598
277.7,284.13,272.91,279.31,2356157
279.31,288.88,275.02,287.51,4144549
287.51,298.32,281.8,296.91,2321034
296.91,301.68,292.3,299.15,4367734
299.15,302.69,297.55,299.48,1129224
299.48,308.09,296.82,305.04,1921560
305.04,312.47,298.45,308.1,2303296
308.1,315.36,303.37,310.16,3946718
310.16,312.44,302.53,303.68,3743376
303.68,306.96,297.69,305.51,954689
305.51,309.2,300.26,302.98,2062522
302.98,306.24,300.45,305.03,1775862
305.03,306.03,304.41,304.84,1307970
304.84,308.16,293.72,300.06,1999464
300.06,301.42,295.74,299.63,4686622
299.63,308.99,293.45,304.49,4604368
304.49,310.76,294.96,301.4,2451192
301.4,301.88,288.01,292.58,3092987
292.58,297.49,284.18,289.44,4169470
289.44,296.01,283.44,295.01,1596118
295.01,306.11,289.65,299.63,4030157
299.63,302.31,291.88,296.13,2089099
296.13,302.43,289.97,293.25,3803364
293.25,306.64,290.57,303.39,2564861
303.39,308.18,295.76,298.3,785367
298.3,310.07,297.17,305.07,1072783
305.07,310.06,299.3,303.4,4155329
303.4,304.4,296.4,301.05,3290174
301.05,312.2,299.75,306.78,2749216
306.78,315.85,304.36,312.55,4044408
312.55,324.16,309.75,322.12,2194390
322.12,328.49,318.28,326.03,4544097
326.03,340.21,322.34,335.93,553543
335.93,339.71,325.87,331.87,2363782
331.87,336.6,316.42,321.21,4638344
321.21,324.51,310.26,315.99,968204
315.99,320.34,302.57,305.29,3699764
305.29,311.5,304.41,309.54,2773065
309.54,314.21,307.0,313.11,2416663
313.11,314.68,302.2,303.72,1000000
302.2,319.4,300.69,317.81,1500000
