open,high,low,close,volume
418.05,432.13,407.09,427.14,4279641
427.14,439.16,390.0,393.91,2852515
393.91,401.73,393.38,397.76,3738805
397.76,430.12,396.77,422.47,2755933
422.47,423.44,394.44,399.67,2103668
399.67,415.25,391.28,406.22,1672393
406.22,412.12,388.99,389.83,587394
389.83,397.8,381.51,397.06,4324978
397.06,403.09,387.04,389.34,662203
389.34,401.15,380.36,390.1,554870
390.1,395.95,375.95,379.91,3368477
379.91,402.07,376.41,395.37,4794239
395.37,399.61,371.7,382.04,2488009
382.04,387.86,370.61,381.29,591985
381.29,388.66,374.08,384.74,4740355
384.74,385.72,373.49,382.47,4555449
382.47,389.83,372.49,387.13,2484142
387.13,394.12,366.49,376.42,1779903
376.42,376.99,368.92,374.87,4692173
374.87,377.21,368.42,376.83,4142217
376.83,381.88,363.17,369.85,4511351
369.85,378.73,362.8,377.65,663649
377.65,381.37,362.89,373.02,3184683
373.02,375.03,366.01,374.65,535397
374.65,386.46,372.05,380.48,1516724
380.48,387.88,366.76,373.94,2722215
373.94,389.1,368.21,379.11,2413015
379.11,391.4,374.49,382.34,3883132
382.34,391.98,365.8,371.94,3218026
371.94,380.3,353.43,359.91,1034239
359.91,381.8,351.28,373.37,4871177
373.37,381.43,340.83,348.08,3436281
348.08,361.05,346.07,355.27,3804786
355.27,361.1,338.68,347.21,3331269
347.21,352.66,331.54,339.91,1075566
339.91,354.8,336.03,347.82,3474382
347.82,349.71,340.41,341.95,3917152
341.95,342.8,316.03,325.13,582147
325.13,333.14,299.49,301.17,1695672
301.17,308.58,298.24,306.35,1476341
306.35,317.19,299.86,312.2,3361988
312.2,316.33,306.65,311.33,3461633
311.33,317.44,293.45,300.08,1100332
300.08,305.55,285.25,288.53,1458097
288.53,296.58,282.01,289.56,982273
289.56,292.65,282.54,292.01,2296226
292.01,294.49,285.13,286.6,3028048
286.6,287.48,270.67,275.53,1159056
275.53,275.96,264.56,268.16,1056769
268.16,275.06,256.36,262.59,2029242
262.59,263.9,253.44,254.71,1000000
253.44,267.86,252.17,266.53,1500000
