open,high,low,close,volume
368.76,372.51,354.07,360.57,668516
360.57,366.72,350.59,358.78,4687570
358.78,363.68,354.29,362.35,1689907
362.35,368.9,361.03,364.3,3025697
364.3,374.61,363.01,368.7,3484684
368.7,380.88,362.24,378.78,2436872
378.78,381.69,369.11,376.15,958093
376.15,382.31,350.28,357.98,2213934
357.98,358.99,352.1,358.36,916072
358.36,363.78,355.57,362.25,4804334
362.25,368.58,358.88,360.25,3214417
360.25,368.44,359.65,363.71,662521
363.71,384.38,355.82,375.7,1924911
375.7,399.39,370.77,390.83,1656229
390.83,412.03,386.38,407.22,3046043
407.22,432.62,403.91,425.84,4964007
425.84,430.63,418.4,423.1,4518504
423.1,425.59,421.51,422.69,4082455
422.69,438.32,418.6,437.22,4759102
437.22,453.11,434.75,448.26,3214130
448.26,448.87,439.12,448.27,4725884
448.27,457.21,444.9,446.37,3912363
446.37,453.56,439.53,441.07,3136429
441.07,441.85,434.67,437.33,3353980
437.33,450.25,431.92,446.44,2589027
446.44,451.82,437.75,451.24,1918089
451.24,459.23,440.9,443.68,4954343
443.68,453.89,434.64,445.07,4007453
445.07,459.85,435.78,452.05,3207426
452.05,461.59,446.72,447.8,3483598
447.8,466.05,447.02,461.07,1039696
461.07,465.94,443.4,443.98,3172202
443.98,464.41,436.24,458.36,1510968
458.36,463.08,427.71,437.71,3674190
437.71,447.83,428.86,435.69,4565406
435.69,448.6,430.67,442.14,776462
442.14,451.71,431.68,440.57,4043385
440.57,445.19,418.96,423.35,3086719
423.35,433.24,416.23,416.83,3509174
416.83,433.9,408.28,424.94,3120698
424.94,427.66,419.05,421.89,2928662
421.89,430.72,414.0,428.63,1986374
428.63,436.46,411.12,412.15,2506588
412.15,420.68,381.92,390.85,978644
390.85,398.36,382.71,385.76,3033464
385.76,387.02,359.88,363.15,1987523
363.15,369.66,353.65,358.63,3481212
358.63,365.53,343.79,348.73,4903370
348.73,350.39,341.52,347.42,3278611
347.42,369.82,340.19,362.69,3559344
362.69,364.5,350.05,351.81,1000000
350.05,369.97,348.3,368.13,1500000
