open,high,low,close,volume
274.38,281.06,273.13,279.5,523717
279.5,282.79,275.76,276.69,4344432
276.69,281.46,275.08,275.6,1583395
275.6,278.13,272.57,274.76,2395562
274.76,275.57,269.42,273.82,4289240
273.82,275.95,269.29,270.0,3714271
270.0,272.62,260.27,264.76,3067446
264.76,266.71,257.63,261.54,4666247
261.54,263.51,260.65,262.87,2425317
262.87,266.26,259.24,262.53,1427968
262.53,267.62,258.95,264.31,1437701
264.31,267.37,261.64,263.33,2084786
263.33,271.01,258.83,269.81,3112121
269.81,277.73,267.77,274.44,756073
274.44,280.41,269.93,277.7,3254922
277.7,285.3,276.01,281.78,4807122
281.78,285.36,271.35,272.89,1758026
272.89,280.11,270.69,277.55,505206
277.55,279.18,268.07,272.76,1511045
272.76,278.68,271.98,275.46,1606123
275.46,285.08,272.58,280.09,4098607
280.09,283.45,276.99,281.43,4074031
281.43,284.53,278.72,281.1,4102804
281.1,288.07,279.74,283.33,3959077
283.33,284.14,274.54,277.65,2793553
277.65,281.4,272.9,280.09,2044764
280.09,289.3,275.36,284.71,4984704
284.71,292.16,284.22,287.97,826602
287.97,298.65,284.38,295.17,4061740
295.17,298.33,288.08,291.3,2955038
291.3,295.06,286.88,291.36,1806818
291.36,295.65,287.05,288.41,2213502
288.41,295.6,287.67,290.69,3530180
290.69,294.9,285.05,289.2,1157519
289.2,298.51,285.56,293.93,2316604
293.93,298.6,293.21,294.03,4410243
294.03,297.9,285.01,286.18,4086682
286.18,289.8,284.47,287.32,3939785
287.32,289.77,286.32,287.98,4064855
287.98,291.77,281.12,285.76,2243480
285.76,290.8,280.62,283.41,4780072
283.41,287.2,275.35,279.45,4616683
279.45,282.51,275.65,279.92,2780132
279.92,285.3,278.74,281.32,3009901
281.32,281.88,275.27,277.69,1029354
277.69,282.42,274.87,275.97,2766879
275.97,276.7,272.0,273.3,3868592
273.3,276.0,270.54,271.89,4147115
271.89,275.78,263.58,265.9,1370492
265.9,269.93,264.76,266.33,3887317
266.33,275.69,265.0,274.32,1000000
275.69,277.07,261.02,262.34,1500000
