open,high,low,close,volume
228.41,232.68,225.19,231.48,1148458
231.48,233.53,227.84,228.45,1744509
228.45,233.72,222.64,227.95,2958692
227.95,230.7,221.09,221.63,4541643
221.63,226.16,216.81,220.37,4679726
220.37,233.57,217.12,230.14,2596236
230.14,235.1,227.16,228.14,1977543
228.14,235.03,226.24,231.61,4993034
231.61,233.35,224.08,227.26,3327359
227.26,236.02,222.28,231.23,4971587
231.23,233.5,228.87,232.18,3767818
232.18,235.19,231.34,234.69,3686235
234.69,237.97,230.44,231.4,2465501
231.4,232.99,224.55,228.75,4514471
228.75,234.68,224.97,233.46,576347
233.46,239.79,232.44,236.64,4356274
236.64,242.53,216.65,218.65,3032311
218.65,221.72,210.2,215.59,1911018
215.59,219.67,206.74,208.84,4690442
208.84,214.93,206.35,213.46,3809137
213.46,235.13,211.63,229.9,1172028
229.9,236.98,229.24,233.4,3469443
233.4,240.76,229.65,238.52,3236211
238.52,242.12,231.16,236.45,4336989
236.45,240.62,224.98,227.59,4887056
227.59,231.48,223.02,225.65,1108874
225.65,229.62,222.38,228.74,4140033
228.74,234.43,227.07,231.64,954887
231.64,240.83,230.76,235.62,3170584
235.62,244.89,232.94,242.48,784249
242.48,252.18,239.96,251.42,1554314
251.42,253.28,245.19,252.31,4356534
252.31,252.73,250.81,252.16,1142820
252.16,254.75,249.7,251.19,3731405
251.19,257.4,244.92,254.43,3081659
254.43,255.45,250.13,253.52,4290701
253.52,254.33,249.78,251.13,2003177
251.13,255.32,233.02,238.67,2419581
238.67,244.08,227.57,228.7,3615616
228.7,238.17,225.23,235.52,4984308
235.52,238.72,232.33,237.7,4580398
237.7,244.06,231.7,243.22,4184705
243.22,255.62,237.11,252.5,1376884
252.5,252.84,250.63,251.97,3391313
251.97,257.14,247.64,252.95,730160
252.95,260.93,250.77,255.41,1033969
255.41,264.11,249.05,259.42,3430186
259.42,262.55,254.14,261.49,2608981
261.49,262.78,251.63,256.56,1551488
256.56,264.23,253.87,261.18,2976864
261.18,270.36,259.87,269.02,1000000
270.36,271.71,255.98,257.26,1500000
