open,high,low,close,volume
229.03,235.88,227.18,233.21,3002703
233.21,235.62,230.8,233.48,1800322
233.48,238.47,232.06,236.02,2120304
236.02,240.52,232.56,238.29,2793439
238.29,241.33,232.19,234.96,2285467
234.96,236.46,227.58,230.4,3713385
230.4,232.48,229.72,230.73,1988450
230.73,231.68,227.68,227.95,4678401
227.95,230.38,226.42,228.8,2137916
228.8,234.31,227.85,234.02,4857800
234.02,238.6,233.49,236.12,552561
236.12,239.43,233.26,238.29,1356496
238.29,239.97,235.3,236.19,2092564
236.19,239.84,232.81,239.01,3893775
239.01,239.46,232.61,235.84,2851408
235.84,241.8,235.57,238.42,4498952
238.42,242.76,236.52,240.54,1148523
240.54,244.08,235.3,237.87,3083138
237.87,239.83,231.9,232.83,4750075
232.83,234.81,230.57,234.22,2798698
234.22,236.59,229.12,230.63,4852431
230.63,234.26,228.13,232.25,2193637
232.25,233.55,225.02,227.57,3844623
227.57,228.9,222.44,224.1,1645957
224.1,229.99,223.79,227.85,1754775
227.85,228.85,225.15,226.07,544676
226.07,226.47,223.34,223.69,3377015
223.69,224.87,220.86,223.92,951327
223.92,225.43,219.57,221.84,2167353
221.84,227.29,221.19,225.38,4621650
225.38,226.98,217.68,219.35,3704093
219.35,221.16,217.23,220.22,4006461
220.22,221.95,212.12,215.3,1045741
215.3,218.13,208.97,210.6,2812842
210.6,214.99,207.94,212.17,4863641
212.17,213.49,208.91,211.15,1517745
211.15,213.64,209.5,210.52,4255147
210.52,211.5,207.28,209.52,2308425
209.52,222.49,208.65,219.35,1136390
219.35,221.05,217.64,219.8,556111
219.8,221.37,217.38,219.01,3217511
219.01,223.52,216.43,221.22,4511719
221.22,222.18,219.46,220.4,2932299
220.4,221.57,217.51,219.0,3595042
219.0,219.27,216.68,217.99,1057848
217.99,220.52,215.21,220.19,4722689
220.19,225.01,218.18,223.54,4496084
223.54,225.12,221.5,222.46,1002932
222.46,224.33,220.34,222.19,798683
222.19,225.05,220.28,221.11,4119845
221.11,228.88,220.0,227.74,1000000
228.88,230.03,216.7,217.79,1500000
