open,high,low,close,volume
320.91,326.5,320.11,324.04,613655
324.04,328.73,322.34,323.58,2461348
323.58,333.06,316.18,326.41,861621
326.41,333.96,324.31,325.25,3845461
325.25,333.76,319.91,329.09,3154846
329.09,337.71,328.47,330.4,1924997
330.4,338.58,324.98,334.84,582884
334.84,338.4,334.11,334.7,4938349
334.7,340.82,325.96,335.98,4397909
335.98,342.44,325.4,332.26,3702546
332.26,344.96,327.75,338.43,3737755
338.43,346.43,332.2,341.92,887118
341.92,349.53,334.93,336.03,1229688
336.03,360.54,332.06,351.76,4939549
351.76,352.58,346.55,349.91,4772355
349.91,360.37,345.78,358.45,4168937
358.45,369.53,349.25,360.35,3872644
360.35,363.77,333.61,338.46,2338430
338.46,341.13,327.12,328.58,1525122
328.58,329.51,311.65,318.42,1654756
318.42,319.97,303.63,307.51,4691943
307.51,307.92,293.83,299.9,1551102
299.9,305.5,293.32,296.88,4476809
296.88,310.79,292.22,302.82,4805836
302.82,309.2,298.07,304.94,1957640
304.94,318.21,303.51,313.38,1065351
313.38,324.3,311.12,319.01,2342931
319.01,333.13,314.31,328.8,1311942
328.8,331.13,318.41,325.08,4380581
325.08,345.13,322.49,340.67,1665204
340.67,342.16,327.77,335.83,3781801
335.83,340.62,331.79,336.28,1660582
336.28,342.64,332.15,338.11,3754332
338.11,344.57,324.75,333.14,4956402
333.14,342.94,326.96,335.78,4130623
335.78,343.18,325.61,331.06,2193438
331.06,339.44,328.76,335.92,3682413
335.92,342.59,332.12,334.85,2985808
334.85,338.77,332.13,332.96,1557917
332.96,345.88,326.89,341.33,1346033
341.33,349.05,330.55,338.59,4527059
338.59,346.15,325.33,332.14,4333104
332.14,340.03,327.33,337.36,1753852
337.36,341.3,332.46,335.85,4054521
335.85,337.79,322.1,330.04,2800005
330.04,336.12,326.47,332.47,3408926
332.47,342.38,330.32,334.24,4410913
334.24,337.97,326.51,330.36,2714283
330.36,334.02,323.1,331.66,4441171
331.66,337.72,331.03,333.91,1220678
333.91,345.65,332.24,343.93,1000000
345.65,347.38,327.26,328.9,1500000
