open,high,low,close,volume
209.77,217.85,206.87,214.95,3681724
214.95,217.28,209.69,214.21,2760200
214.21,217.21,211.62,212.6,4124245
212.6,213.67,210.23,213.19,1379348
213.19,217.18,211.56,212.13,981806
212.13,217.04,209.0,209.62,4433779
209.62,218.82,207.86,214.78,3293917
214.78,219.39,203.41,204.07,2114432
204.07,209.74,203.42,208.95,3142260
208.95,218.18,208.24,213.97,3103492
213.97,220.11,212.09,216.38,3273866
216.38,221.26,213.35,219.43,1578808
219.43,222.48,214.4,222.16,2468054
222.16,222.48,216.54,219.43,2091459
219.43,222.95,208.78,212.52,1562622
212.52,215.38,205.41,206.57,1483910
206.57,209.51,203.09,206.48,4937495
206.48,213.66,203.09,208.72,3543328
208.72,212.33,205.3,205.72,3519870
205.72,227.02,204.86,224.11,3383063
224.11,228.8,218.61,220.76,4524098
220.76,228.55,215.56,227.07,2813859
227.07,231.72,218.94,222.87,1709829
222.87,225.49,222.5,223.05,2007863
223.05,227.17,218.24,224.63,847017
224.63,228.73,210.0,215.13,1087624
215.13,220.92,212.78,217.66,2445563
217.66,220.89,213.05,214.63,695147
214.63,218.23,212.13,213.72,2170901
213.72,225.98,212.83,223.31,3173202
223.31,225.85,218.6,221.28,1205743
221.28,227.18,216.1,225.0,2382799
225.0,227.1,218.75,222.89,1765036
222.89,226.19,216.12,216.82,3357859
216.82,222.05,215.9,220.1,3926971
220.1,233.77,217.58,232.05,1802368
232.05,241.7,229.01,238.4,2773588
238.4,245.61,236.84,243.17,3042465
243.17,251.4,240.39,249.17,4668036
249.17,250.34,242.52,245.67,1168950
245.67,260.98,241.38,255.54,4621680
255.54,261.3,245.32,251.17,2305847
251.17,256.91,246.43,253.64,3092029
253.64,266.33,247.97,261.87,3379452
261.87,279.36,255.96,277.1,2309132
277.1,291.0,272.52,287.76,4503670
287.76,299.49,287.35,294.99,3720282
294.99,296.99,289.36,293.64,2339251
293.64,295.42,288.43,293.05,1243758
293.05,295.12,287.69,293.67,4971456
293.67,303.99,292.2,302.48,1000000
303.99,305.51,287.82,289.26,1500000
