open,high,low,close,volume
496.83,500.97,481.49,483.54,984836
483.54,496.6,475.86,489.85,3436274
489.85,502.67,486.21,494.5,4582481
494.5,511.93,487.95,505.22,1046715
505.22,511.61,491.6,499.15,3410614
499.15,500.68,492.81,498.0,1836317
498.0,521.89,494.43,517.65,4473089
517.65,536.63,516.22,528.46,3181107
528.46,541.97,520.69,534.42,4088217
534.42,547.27,525.85,542.46,1375937
542.46,555.99,541.86,550.62,2188605
550.62,576.55,547.36,567.45,2143019
567.45,574.03,547.0,550.73,1706316
550.73,552.49,522.4,526.99,4015517
526.99,541.1,525.82,532.67,3066626
532.67,536.48,519.76,524.18,2132417
524.18,531.49,515.34,518.22,4811063
518.22,524.43,503.47,511.49,3171495
511.49,523.62,510.29,519.09,2190232
519.09,520.69,492.68,497.15,987154
497.15,504.26,477.89,481.33,4763567
481.33,491.98,477.47,487.17,3576685
487.17,488.6,476.45,479.0,758948
479.0,482.02,475.43,480.84,3924804
480.84,482.95,465.54,466.54,4615575
466.54,467.46,447.78,449.17,834421
449.17,457.76,445.51,451.22,2016436
451.22,469.99,446.23,462.99,4940113
462.99,475.23,461.14,467.62,562660
467.62,472.18,459.48,466.35,4220020
466.35,469.77,451.52,458.98,4351428
458.98,462.75,451.0,453.47,650932
453.47,460.61,444.85,446.02,1869047
446.02,452.66,442.09,447.79,4273071
447.79,450.41,446.79,449.44,3160775
449.44,455.29,441.45,448.45,3544923
448.45,451.88,439.09,442.35,1569769
442.35,456.33,436.26,455.66,903740
455.66,462.93,436.41,440.84,4509468
440.84,448.1,433.23,435.93,2820175
435.93,440.06,430.95,434.33,2893512
434.33,439.78,431.07,431.58,1083078
431.58,437.74,429.73,432.43,4071048
432.43,433.38,415.11,417.84,3743253
417.84,421.24,409.21,410.2,2640372
410.2,415.8,404.13,407.18,2668258
407.18,408.67,405.02,406.65,878178
406.65,408.84,402.15,406.49,4302265
406.49,411.02,388.63,394.4,3140671
394.4,400.05,386.31,392.03,4224337
392.03,405.81,390.07,403.79,1000000
405.81,407.84,384.22,386.15,1500000
