open,high,low,close,volume
176.96,182.47,173.19,179.46,2531802
179.46,182.41,173.31,174.8,4667035
174.8,182.65,174.2,180.11,1575710
180.11,193.47,177.44,191.51,1623993
191.51,201.59,187.43,200.52,3775946
200.52,212.5,195.25,211.09,2491167
211.09,221.0,207.93,215.18,721245
215.18,220.82,212.44,220.16,3467557
220.16,224.92,206.05,209.95,1452168
209.95,215.32,207.54,214.87,1785872
214.87,218.38,212.33,217.6,1174717
217.6,218.29,208.89,213.47,906303
213.47,218.48,212.41,213.46,1864250
213.46,221.93,210.85,218.92,3758823
218.92,222.67,214.59,217.29,3834632
217.29,220.49,202.96,205.93,2479194
205.93,219.34,202.19,215.92,1714145
215.92,220.38,210.13,214.62,3599457
214.62,219.78,208.98,217.43,2846649
217.43,226.11,216.83,223.54,2560760
223.54,230.72,220.76,229.39,1515802
229.39,233.03,217.35,220.35,4341623
220.35,232.47,218.99,230.56,993264
230.56,236.41,218.68,221.91,2412361
221.91,231.89,217.47,228.3,2780895
228.3,230.56,217.81,220.37,920617
220.37,222.28,207.64,212.95,2448016
212.95,223.36,212.72,222.78,1574776
222.78,224.56,216.13,216.63,548155
216.63,234.17,213.34,228.23,3800763
228.23,230.14,227.6,228.98,4780711
228.98,230.39,221.85,227.54,3611325
227.54,241.0,227.17,235.26,1286056
235.26,235.72,228.56,233.71,1749349
233.71,236.55,231.15,236.06,3407939
236.06,239.22,226.69,227.72,4884580
227.72,232.24,223.77,224.56,3012401
224.56,226.64,209.34,211.17,1815430
211.17,212.56,202.64,206.19,2761384
206.19,211.11,202.85,205.6,3395521
205.6,212.62,201.66,209.61,4022287
209.61,233.55,208.87,229.02,2865395
229.02,244.14,225.09,241.55,1485494
241.55,252.64,237.52,249.16,2718734
249.16,257.07,244.32,250.15,4977271
250.15,251.06,233.61,239.14,2362986
239.14,244.2,229.62,232.97,3789306
232.97,235.43,219.31,220.33,4520601
220.33,224.55,215.83,218.22,1007800
218.22,224.2,214.71,216.2,4118714
216.2,223.8,215.12,222.69,1000000
223.8,224.92,211.89,212.96,1500000
