open,high,low,close,volume
61.42,61.59,59.47,60.61,4458130
60.61,61.57,59.81,61.08,4370085
61.08,63.07,60.77,62.5,4370595
62.5,63.63,61.48,61.63,4898779
61.63,62.29,60.48,61.58,4359182
61.58,62.01,58.16,58.41,3232212
58.41,58.48,57.58,58.35,2723883
58.35,61.5,57.22,60.93,728286
60.93,61.31,59.45,60.46,4361417
60.46,62.76,60.28,62.53,3740919
62.53,64.55,61.94,63.57,1516748
63.57,66.89,62.71,66.63,4349488
66.63,67.45,64.71,65.7,540825
65.7,66.78,65.04,65.58,1675345
65.58,66.18,64.55,65.34,4040712
65.34,67.59,64.0,66.91,1563200
66.91,67.7,66.2,67.05,2192286
67.05,68.16,65.87,67.16,2514726
67.16,68.39,66.56,67.6,1913934
67.6,70.1,66.95,69.24,1357270
69.24,71.76,69.02,70.55,3288938
70.55,70.66,68.36,68.58,4151720
68.58,73.22,68.0,71.94,1271583
71.94,73.59,71.31,72.7,4591467
72.7,74.25,71.97,72.88,3722843
72.88,75.82,71.59,75.36,1785939
75.36,77.19,74.68,76.31,2478967
76.31,77.47,75.94,76.93,2064659
76.93,78.21,74.66,75.36,1588322
75.36,75.9,72.54,73.92,3524257
73.92,75.26,73.17,74.08,710508
74.08,75.38,72.32,72.58,4795509
72.58,77.22,72.29,76.01,3405827
76.01,76.79,72.89,73.72,1207732
73.72,77.48,73.01,76.89,4299566
76.89,77.75,72.55,73.81,3351087
73.81,76.73,72.95,75.38,544372
75.38,75.69,73.1,73.93,1718839
73.93,75.94,72.6,75.55,2967974
75.55,75.79,73.32,74.36,2384842
74.36,75.36,73.14,75.04,4831415
75.04,76.39,73.0,73.94,3608458
73.94,76.24,72.98,75.62,1331301
75.62,78.21,74.77,77.26,3505894
77.26,77.73,74.55,75.73,1136821
75.73,76.61,74.02,74.95,536316
74.95,76.97,74.04,75.59,2807129
75.59,75.9,73.36,74.0,3715466
74.0,74.75,72.59,74.46,2415899
74.46,74.9,70.98,71.64,2989243
71.64,74.16,71.28,73.79,1000000
74.16,74.53,70.21,70.57,1500000
