open,high,low,close,volume
148.16,149.43,144.08,144.8,1356800
144.8,146.59,142.85,146.01,4449479
146.01,147.42,144.49,146.23,2581811
146.23,147.47,143.48,144.3,3511158
144.3,146.96,143.12,146.37,4931183
146.37,148.29,144.62,147.02,2317653
147.02,149.04,146.37,148.38,3073722
148.38,149.19,145.53,145.84,1493566
145.84,150.96,145.04,149.66,2089398
149.66,151.48,145.73,147.45,1407329
147.45,148.49,145.61,146.93,4249515
146.93,147.25,141.82,143.47,689914
143.47,144.21,141.83,143.54,1129905
143.54,144.88,140.54,142.0,1857151
142.0,142.31,139.35,139.84,2281714
139.84,142.04,139.06,140.64,772564
140.64,141.56,139.38,139.95,3000159
139.95,143.14,138.55,142.91,1923266
142.91,144.38,140.86,141.85,4859008
141.85,142.61,139.38,139.72,1314275
139.72,142.51,138.63,141.17,4756947
141.17,142.04,140.37,141.5,4972147
141.5,144.58,140.07,143.04,1784196
143.04,144.52,142.1,142.53,877173
142.53,146.03,140.67,144.34,2153723
144.34,144.62,141.17,142.28,3295298
142.28,143.55,140.38,140.99,904402
140.99,142.24,139.21,139.63,2835189
139.63,140.65,138.67,139.16,3223806
139.16,142.52,138.21,140.95,4351614
140.95,141.64,138.92,140.5,3993280
140.5,143.57,139.1,141.98,1151878
141.98,143.19,140.92,141.94,3156055
141.94,144.22,140.72,143.86,723833
143.86,147.3,142.41,146.78,3990899
146.78,151.4,145.22,150.47,1875361
150.47,151.19,148.69,150.2,2398566
150.2,152.2,148.65,150.23,4057276
150.23,150.89,145.61,147.3,3442399
147.3,149.83,145.36,148.68,793225
148.68,150.11,146.41,146.77,1803830
146.77,148.54,145.33,145.75,1338776
145.75,147.43,145.56,146.21,4757179
146.21,146.39,142.62,142.94,577743
142.94,144.58,141.65,144.32,1054428
144.32,149.32,143.45,148.53,1736752
148.53,149.66,146.52,148.37,4822830
148.37,148.73,146.27,148.0,2073591
148.0,151.31,147.8,150.62,2138555
150.62,152.34,149.53,151.11,918329
