open,high,low,close,volume
163.86,164.43,160.3,162.39,4529514
162.39,164.98,161.5,164.5,4166434
164.5,165.59,161.35,162.52,3618179
162.52,164.05,161.27,163.16,3262458
163.16,163.81,158.85,160.57,1778458
160.57,162.08,157.83,159.75,2725191
159.75,161.05,158.3,159.05,4263642
159.05,160.06,156.82,157.69,4738540
157.69,161.41,156.41,159.89,4140018
159.89,161.77,157.2,157.68,1802515
157.68,159.69,157.28,158.1,909937
158.1,163.32,156.18,161.76,1595921
161.76,165.92,160.14,164.1,4768805
164.1,166.39,162.25,165.08,1452078
165.08,167.01,159.38,160.73,1898964
160.73,164.45,158.97,163.39,4701611
163.39,165.17,159.0,159.9,3413103
159.9,160.65,154.1,155.26,4174308
155.26,158.19,154.37,156.27,983516
156.27,158.85,155.98,157.81,1589212
157.81,161.95,157.26,160.28,3470755
160.28,161.94,160.01,160.8,1062100
160.8,163.47,159.15,163.26,3019461
163.26,167.3,162.51,166.58,4093045
166.58,168.49,163.22,164.12,2407382
164.12,167.08,163.8,165.84,2606504
165.84,167.04,164.13,166.43,3729256
166.43,170.61,164.65,169.9,3432854
169.9,172.06,166.5,167.27,3148562
167.27,169.13,166.29,167.85,2984129
167.85,169.65,164.92,167.04,4868064
167.04,167.87,165.5,166.9,1822393
166.9,171.77,165.08,170.84,602227
170.84,171.28,167.14,168.89,4631197
168.89,172.46,167.56,172.08,1669210
172.08,173.22,171.47,171.92,3732081
171.92,172.95,171.65,172.37,4840871
172.37,175.86,171.33,174.47,504392
174.47,176.81,173.96,175.34,673986
175.34,176.9,174.79,175.15,4347321
175.15,177.04,173.83,174.79,2048560
174.79,180.23,172.53,178.65,1734235
178.65,179.95,178.13,178.86,2003003
178.86,179.84,175.48,175.73,2575896
175.73,180.3,174.94,178.1,2570497
178.1,180.84,175.75,178.74,3510306
178.74,181.04,173.84,175.9,2302926
175.9,177.63,172.77,173.76,2740826
173.76,175.26,171.44,172.53,3842082
172.53,176.3,171.66,174.16,2235759
