open,high,low,close,volume
237.53,238.66,232.47,234.84,1393633
234.84,236.35,233.38,234.34,1483319
234.34,235.23,233.33,234.3,4616694
234.3,241.86,232.15,240.81,1045316
240.81,242.41,239.6,240.38,2808843
240.38,242.45,239.08,239.92,2325986
239.92,241.19,234.42,236.46,1535565
236.46,236.85,232.8,234.54,1556083
234.54,236.39,231.66,232.64,1758006
232.64,233.41,230.62,232.63,4232502
232.63,238.59,231.54,236.78,4728916
236.78,239.37,236.28,236.92,2808300
236.92,240.14,234.72,237.93,1677114
237.93,239.17,235.89,236.74,4024027
236.74,240.09,235.46,237.59,3153798
237.59,239.46,235.89,238.06,3631078
238.06,240.09,233.83,236.34,2504586
236.34,238.89,236.08,236.72,2834438
236.72,241.11,234.45,239.92,3477553
239.92,244.33,239.56,242.63,4278016
242.63,244.27,239.54,240.73,3680839
240.73,242.13,237.17,239.69,2197668
239.69,239.96,238.18,238.99,2608602
238.99,239.45,236.27,237.36,2756876
237.36,239.42,234.65,235.2,838411
235.2,236.42,231.58,232.43,3238829
232.43,235.81,230.69,234.29,3983106
234.29,235.09,233.85,234.79,3341889
234.79,235.65,232.48,233.84,1959640
233.84,237.45,232.24,235.91,1252802
235.91,237.62,231.99,232.52,572501
232.52,234.87,231.65,232.11,3645004
232.11,235.56,231.04,233.24,4513019
233.24,234.04,231.91,232.68,2249768
232.68,234.85,230.79,231.56,664860
231.56,234.17,230.31,230.58,1701466
230.58,233.07,228.08,231.47,3861683
231.47,235.54,230.97,234.79,1952069
234.79,235.21,230.92,231.98,3570324
231.98,235.26,229.45,234.57,2008150
234.57,236.02,232.35,235.0,2419624
235.0,235.31,232.39,232.68,1491917
232.68,235.44,230.24,233.23,4839320
233.23,235.34,231.84,233.78,2192862
233.78,235.99,228.5,229.7,4316453
229.7,231.19,227.47,230.54,3752562
230.54,233.56,229.41,230.97,1941680
230.97,233.09,228.31,228.56,3706733
228.56,230.25,228.07,228.64,2413317
228.64,229.48,225.67,226.93,4530811
