open,high,low,close,volume
418.4,419.91,404.01,409.6,2522270
409.6,410.5,400.75,402.04,4348955
402.04,403.57,400.72,401.91,3463788
401.91,406.52,387.6,392.14,2948251
392.14,398.9,374.04,382.02,3209023
382.02,399.21,380.03,393.06,842094
393.06,401.73,390.51,400.96,1177449
400.96,405.92,393.26,399.14,597703
399.14,405.16,391.59,399.96,2721424
399.96,404.68,396.92,398.03,2879884
398.03,422.12,391.38,419.38,913595
419.38,438.58,418.34,436.23,3814800
436.23,442.83,422.3,427.59,1436129
427.59,432.36,426.84,429.38,3232629
429.38,430.0,423.87,427.75,2290925
427.75,448.6,418.97,444.68,1991345
444.68,450.71,436.61,445.05,2797760
445.05,446.4,429.97,438.01,2161808
438.01,446.61,433.21,444.66,3610029
444.66,445.91,439.41,442.6,1899996
442.6,464.58,433.4,462.03,1878542
462.03,473.37,458.71,465.91,3877542
465.91,473.29,463.43,467.36,1787077
467.36,471.09,440.78,444.73,2227587
444.73,447.95,442.1,444.31,3664220
444.31,463.24,436.5,456.91,3445670
456.91,462.49,452.26,455.55,3570958
455.55,464.7,450.94,461.05,1125116
461.05,467.44,459.43,465.86,4239554
465.86,470.45,457.16,469.77,3520969
469.77,483.99,460.8,483.43,3497724
483.43,487.97,473.2,478.87,1342876
478.87,484.75,475.54,483.4,2329543
483.4,490.74,467.99,474.24,4936926
474.24,486.04,473.7,485.5,2702940
485.5,492.09,481.02,484.93,850878
484.93,494.58,477.51,488.95,1196993
488.95,495.96,471.73,479.09,4674168
479.09,483.84,473.78,479.29,3839175
479.29,494.49,477.77,489.15,542555
489.15,497.0,480.17,491.28,4481543
491.28,512.59,488.4,505.97,4159229
505.97,515.48,497.32,513.58,4426305
513.58,536.07,508.07,532.66,1415556
532.66,540.27,503.1,512.28,2145449
512.28,516.74,511.6,516.08,4784949
516.08,524.05,513.19,520.66,3368101
520.66,535.26,519.03,530.06,3649889
530.06,539.19,524.51,532.3,1846222
532.3,554.73,529.82,545.23,1705939
