open,high,low,close,volume
361.69,363.85,360.63,363.45,3381104
363.45,365.37,354.94,360.1,1212046
360.1,364.06,356.54,358.79,3266840
358.79,361.9,351.38,355.65,4476217
355.65,359.41,345.84,348.61,2023282
348.61,359.37,345.54,354.53,2778361
354.53,356.4,343.65,346.52,4125640
346.52,349.37,342.66,344.44,4499665
344.44,346.61,335.94,336.34,1603282
336.34,342.63,335.64,340.02,623140
340.02,344.07,337.01,342.36,2878266
342.36,347.77,340.7,347.19,891477
347.19,348.62,337.71,338.48,1392497
338.48,340.76,329.74,333.04,1439915
333.04,336.55,329.04,334.42,1466804
334.42,353.81,330.83,349.65,835740
349.65,351.55,347.96,349.66,1232322
349.66,354.46,342.71,347.74,529431
347.74,351.85,346.42,347.81,1364270
347.81,354.17,345.74,350.05,4591627
350.05,354.98,336.22,340.22,2887614
340.22,346.54,337.21,345.63,4691655
345.63,349.94,342.4,345.18,4540839
345.18,347.71,337.86,342.6,3802160
342.6,353.5,339.89,349.03,4845546
349.03,351.41,340.68,342.45,3669757
342.45,354.73,337.52,349.8,3216329
349.8,354.38,336.91,340.49,1908377
340.49,343.09,338.19,340.72,2180094
340.72,341.81,331.32,332.78,1040394
332.78,337.77,331.17,332.91,1940032
332.91,333.94,325.47,326.71,621540
326.71,330.51,324.84,328.3,3848847
328.3,332.24,319.33,323.85,1836716
323.85,332.15,320.73,328.51,1284414
328.51,329.7,316.66,319.93,1207151
319.93,321.42,311.82,314.5,3971367
314.5,316.66,304.7,308.18,2762942
308.18,310.51,300.05,303.92,4335234
303.92,306.91,296.9,301.2,4669707
301.2,303.48,300.01,302.05,3550435
302.05,306.83,300.82,302.85,2899037
302.85,306.55,298.31,299.65,2850876
299.65,310.17,298.99,308.73,2378571
308.73,313.82,308.28,309.67,1175556
309.67,314.09,305.73,309.98,2958862
309.98,312.61,302.02,305.78,1750746
305.78,308.89,303.07,308.18,1451221
308.18,310.89,306.44,310.54,2201588
310.54,313.46,309.09,310.31,1510864
