open,high,low,close,volume
191.43,195.07,190.04,193.53,3828039
193.53,196.03,189.0,191.15,4468625
191.15,195.37,188.65,193.36,766150
193.36,198.05,190.91,196.84,2650736
196.84,200.61,190.42,192.87,4890473
192.87,204.87,190.83,201.46,2884979
201.46,208.55,199.7,205.4,1309900
205.4,206.4,193.88,195.9,4646529
195.9,199.53,195.47,196.93,4548332
196.93,208.93,195.12,207.39,729357
207.39,213.78,204.95,211.48,4923278
211.48,215.23,209.94,214.07,3972636
214.07,217.36,208.35,211.41,3590934
211.41,213.64,208.25,213.26,1275736
213.26,217.4,210.0,216.29,1730224
216.29,219.79,212.62,214.33,2518956
214.33,217.73,204.85,207.24,1006717
207.24,213.13,206.56,210.47,4181757
210.47,217.43,209.48,213.54,2059687
213.54,216.77,211.88,213.72,4476107
213.72,216.94,208.52,212.29,1075241
212.29,215.04,205.33,207.91,2801166
207.91,209.3,206.23,207.05,2361712
207.05,210.89,202.28,205.32,3421519
205.32,213.22,203.66,211.36,3444306
211.36,218.64,208.42,215.36,4498562
215.36,219.63,208.65,210.08,864502
210.08,211.69,203.77,207.75,3659157
207.75,211.31,204.17,207.46,4449233
207.46,211.41,205.13,208.23,2309798
208.23,212.36,204.66,211.05,2256808
211.05,217.29,209.17,213.49,2648317
213.49,216.31,209.64,213.18,2145925
213.18,215.69,202.25,206.39,1927030
206.39,210.18,203.94,208.46,2582704
208.46,218.44,205.26,216.53,4147776
216.53,219.14,214.22,217.79,3809541
217.79,221.41,213.86,220.38,3871187
220.38,221.44,216.09,217.49,4721808
217.49,220.81,214.48,216.5,3111495
216.5,220.31,213.49,219.94,3302678
219.94,225.54,218.09,221.32,3367880
221.32,226.1,218.34,222.67,4073637
222.67,229.82,219.97,228.71,4737712
228.71,229.25,224.18,225.7,577373
225.7,227.84,222.17,222.41,4803011
222.41,229.0,220.47,226.04,3186958
226.04,229.03,220.29,221.61,1837380
221.61,227.07,217.17,225.94,654107
225.94,230.08,225.18,227.95,842726
