open,high,low,close,volume
292.92,299.05,285.19,291.12,1162375
291.12,297.13,279.8,285.24,1597384
285.24,294.49,279.14,293.76,999998
293.76,297.47,287.38,291.09,2787448
291.09,300.24,287.56,295.3,3666965
295.3,299.25,283.49,289.5,3984428
289.5,290.63,281.67,283.07,2597858
283.07,297.63,278.09,293.49,2775036
293.49,294.1,286.32,288.01,2224181
288.01,290.62,283.91,285.97,4691444
285.97,290.7,276.91,281.48,4921196
281.48,283.45,269.88,273.3,3326589
273.3,276.44,265.41,266.05,2678149
266.05,271.12,258.18,259.05,2651610
259.05,264.71,255.39,260.38,3405103
260.38,265.12,256.91,259.71,2632625
259.71,262.32,252.7,257.03,1054094
257.03,257.76,252.66,257.36,3740771
257.36,259.7,252.95,257.47,2062405
257.47,269.15,252.86,265.97,3005023
265.97,269.98,264.67,269.08,4208537
269.08,269.91,261.01,265.93,2244958
265.93,276.58,260.27,274.17,3022358
274.17,280.34,272.86,274.39,4869137
274.39,276.5,266.86,270.93,3035942
270.93,271.74,255.39,255.8,3204834
255.8,260.19,253.13,257.37,4258315
257.37,262.75,254.87,260.24,1960492
260.24,262.55,255.82,261.38,4444555
261.38,264.92,252.23,255.15,1568397
255.15,260.65,248.05,251.94,2654542
251.94,254.53,237.75,239.41,2517071
239.41,242.18,237.62,238.12,4597455
238.12,252.59,236.51,249.17,2958951
249.17,253.98,243.81,251.42,1118208
251.42,260.01,249.95,259.57,4241283
259.57,262.9,247.36,251.72,4165501
251.72,257.83,250.1,252.37,2687943
252.37,263.04,250.07,262.25,2612108
262.25,267.88,258.89,265.66,4384611
265.66,267.55,261.75,264.63,721163
264.63,270.03,260.75,263.19,2735066
263.19,267.1,261.93,264.56,3698744
264.56,279.01,263.32,273.34,1768007
273.34,276.9,266.12,268.01,3088424
268.01,273.53,256.62,258.88,1781540
258.88,266.93,254.91,266.33,4553530
266.33,273.29,261.66,268.88,2204925
268.88,271.17,255.52,257.68,950668
257.68,263.67,253.41,261.18,3213812
