open,high,low,close,volume
308.66,322.78,306.79,315.08,3844010
315.08,342.01,312.28,332.43,1389131
332.43,341.21,332.06,333.83,2161979
333.83,335.42,303.56,309.12,3455589
309.12,317.83,304.14,308.73,3076009
308.73,319.86,305.27,318.13,2782128
318.13,320.34,315.47,317.05,4076864
317.05,322.57,304.39,305.25,1398438
305.25,313.68,299.75,303.97,713418
303.97,308.8,297.59,307.79,1781760
307.79,312.76,296.75,300.61,2311789
300.61,304.05,281.59,289.75,4902125
289.75,296.52,279.18,286.41,2196631
286.41,289.29,266.22,267.53,3544195
267.53,273.54,256.53,261.9,792367
261.9,274.27,257.68,270.91,634842
270.91,281.19,263.98,276.9,572228
276.9,278.19,273.97,274.57,1394395
274.57,286.54,272.31,279.74,3681745
279.74,280.46,262.33,263.22,3856554
263.22,274.92,261.22,271.44,1206415
271.44,272.77,265.74,268.56,839680
268.56,285.12,267.36,277.55,1636589
277.55,282.41,270.34,273.01,3543055
273.01,278.75,262.26,266.13,4211908
266.13,270.2,262.81,268.25,652412
268.25,272.31,251.65,257.62,1430443
257.62,262.84,255.58,258.43,2165208
258.43,259.36,242.74,245.83,2690435
245.83,257.34,240.67,252.32,1309337
252.32,264.52,246.79,263.56,755779
263.56,266.84,260.06,263.43,3368488
263.43,272.96,259.4,268.96,2718181
268.96,270.65,265.7,267.95,3474875
267.95,273.9,265.84,271.95,2666888
271.95,283.17,264.82,282.45,4143588
282.45,312.55,278.24,304.55,4543222
304.55,314.61,301.44,310.34,3563943
310.34,311.51,308.24,310.61,2359767
310.61,315.79,292.79,297.19,2198944
297.19,314.31,290.56,305.41,3746789
305.41,306.26,302.09,304.68,2155601
304.68,311.4,296.08,298.24,1912062
298.24,314.74,293.72,307.76,2850012
307.76,315.65,299.6,309.29,3146028
309.29,315.3,298.15,301.76,3210924
301.76,309.6,300.8,301.77,1105925
301.77,308.48,296.58,304.56,3907954
304.56,317.16,303.79,308.36,4127777
308.36,314.24,297.41,300.65,3650384
