open,high,low,close,volume
59.79,60.69,57.69,59.2,2037610
59.2,60.36,57.91,59.45,1410621
59.45,59.94,58.6,58.8,4686331
58.8,59.59,57.53,59.06,2248055
59.06,59.85,58.06,59.63,3176538
59.63,61.94,58.72,61.23,3502905
61.23,61.7,59.67,61.55,2121307
61.55,63.09,60.14,62.44,3342346
62.44,65.54,62.13,64.96,4828247
64.96,65.61,62.65,63.61,4061798
63.61,66.54,63.31,65.64,1009438
65.64,67.28,64.48,66.95,529320
66.95,68.59,65.27,65.67,4449777
65.67,66.49,63.3,64.61,4348520
64.61,65.54,63.5,64.73,3103510
64.73,65.55,63.43,64.07,4321992
64.07,66.28,63.45,65.16,4233985
65.16,67.07,64.48,66.45,1879553
66.45,67.59,65.21,67.32,684803
67.32,69.63,65.65,69.24,4681755
69.24,73.61,67.97,73.22,4407031
73.22,75.08,71.37,73.98,3623065
73.98,75.34,69.67,71.08,4845706
71.08,72.56,70.53,70.7,4932227
70.7,71.29,69.79,70.69,3795983
70.69,71.05,64.45,64.94,3435360
64.94,66.37,64.04,65.43,4635752
65.43,67.04,61.59,62.84,4571778
62.84,64.12,60.47,61.85,1333706
61.85,63.71,61.57,62.48,3910612
62.48,64.11,62.13,63.56,2132809
63.56,63.85,61.71,62.64,914055
62.64,63.91,61.06,62.88,3283040
62.88,64.47,61.81,64.1,908499
64.1,65.77,61.93,63.19,1752780
63.19,63.83,61.75,62.33,2898219
62.33,64.49,62.09,63.62,4385981
63.62,64.9,61.23,62.79,2848364
62.79,64.4,61.98,62.82,2327055
62.82,64.11,61.79,63.21,1662578
63.21,64.82,61.85,64.16,988442
64.16,64.55,60.35,61.13,4277321
61.13,62.69,58.19,58.29,2242992
58.29,58.63,55.69,57.15,4349328
57.15,59.37,56.63,58.32,1856186
58.32,61.32,57.72,60.16,2836949
60.16,61.24,59.5,60.55,2160984
60.55,61.68,60.07,60.8,2815430
60.8,62.85,60.52,61.81,4167423
61.81,64.04,61.02,62.45,4307181
