open,high,low,close,volume
170.07,171.07,168.24,169.74,2094156
169.74,171.5,168.82,171.31,3329954
171.31,172.31,169.38,171.56,789307
171.56,173.11,171.19,172.45,1615710
172.45,173.6,169.72,172.07,3158768
172.07,172.59,167.47,169.67,3466152
169.67,171.89,167.43,170.53,4424851
170.53,178.51,168.82,176.3,2112369
176.3,178.07,173.01,175.55,3345736
175.55,176.42,169.64,170.04,2945161
170.04,172.33,167.86,170.96,1350830
170.96,172.66,170.67,171.45,2494820
171.45,174.94,169.28,173.11,2879852
173.11,176.83,170.81,175.28,3252619
175.28,176.6,168.46,169.51,652073
169.51,173.39,167.41,172.5,4158194
172.5,173.86,170.37,173.16,3390929
173.16,176.41,170.96,175.06,2367469
175.06,175.53,172.23,174.51,3412646
174.51,177.14,174.04,175.36,2049857
175.36,178.74,175.09,178.16,2267492
178.16,180.83,175.97,176.15,4749394
176.15,178.73,174.63,177.02,4792446
177.02,178.95,174.22,174.88,3485149
174.88,177.48,173.33,175.57,2059223
175.57,180.85,175.32,178.24,1798194
178.24,182.62,176.58,181.59,2266760
181.59,185.08,180.98,183.39,4092556
183.39,183.81,179.12,181.72,4612316
181.72,182.07,176.82,177.97,4112642
177.97,179.93,175.28,177.71,4403619
177.71,179.44,175.9,176.23,3046229
176.23,180.6,174.29,179.84,4305574
179.84,180.75,173.47,175.96,1663741
175.96,177.31,175.34,176.29,1962955
176.29,179.85,175.04,177.31,2457915
177.31,177.96,173.37,174.95,2205949
174.95,175.99,173.92,174.95,598574
174.95,176.35,171.7,172.08,3633632
172.08,172.8,169.86,171.21,4962753
171.21,173.44,170.17,170.75,2385307
170.75,171.93,167.0,169.48,1615235
169.48,170.9,165.35,166.34,1634823
166.34,169.77,163.82,167.56,3353748
167.56,171.95,166.28,170.06,3508670
170.06,172.75,169.59,170.65,999747
170.65,173.21,163.59,165.25,2877789
165.25,168.12,162.86,166.94,640169
166.94,167.17,164.29,165.14,804493
165.14,166.46,160.88,162.86,4677957
162.86,166.12,159.6,162.88,1000000
