open,high,low,close,volume
477.4,523.03,470.62,509.95,681210
509.95,520.4,497.24,519.83,3396617
519.83,526.14,494.52,495.19,3573826
495.19,521.99,485.14,508.61,4206884
508.61,522.29,484.04,489.28,1807683
489.28,502.61,476.66,485.73,2382976
485.73,491.2,454.18,464.64,1950097
464.64,467.93,442.7,452.56,718623
452.56,455.04,429.75,434.89,3486204
434.89,443.33,431.7,438.52,4324750
438.52,441.15,419.57,421.55,605983
421.55,427.81,405.8,413.85,4769339
413.85,425.9,409.44,409.87,2266879
409.87,425.43,408.24,422.8,2651267
422.8,434.53,410.3,420.23,2697762
420.23,423.83,401.73,407.47,1363583
407.47,423.74,398.77,414.71,3486631
414.71,423.69,403.51,413.36,2786101
413.36,423.36,403.81,420.24,1003662
420.24,426.95,415.74,419.75,4791396
419.75,424.31,397.45,398.58,721825
398.58,412.53,388.9,406.98,4614675
406.98,430.8,401.61,425.37,4579418
425.37,428.02,411.54,422.16,2174417
422.16,427.53,389.9,401.12,772167
401.12,405.26,394.88,395.79,4490680
395.79,404.31,384.53,401.04,2072114
401.04,403.8,372.49,382.0,3045802
382.0,385.03,374.34,384.53,3587602
384.53,385.86,374.51,382.45,3701849
382.45,392.67,381.27,386.54,4057566
386.54,391.63,360.73,370.63,3464552
370.63,373.2,353.61,357.55,2088205
357.55,374.38,356.01,371.23,748673
371.23,374.21,355.37,365.14,1042899
365.14,375.39,359.71,362.69,4941997
362.69,364.9,356.81,363.92,631108
363.92,372.68,355.06,365.61,4000280
365.61,375.28,349.85,358.77,983075
358.77,361.78,329.75,332.14,3147961
332.14,341.67,324.75,335.63,750712
335.63,353.25,327.29,344.92,1084063
344.92,355.27,341.42,347.17,1245132
347.17,349.37,332.32,332.99,4749493
332.99,334.45,317.42,326.21,4317162
326.21,327.62,313.4,320.55,1820886
320.55,321.81,303.55,312.17,2402103
312.17,321.17,292.6,299.09,4263011
299.09,302.36,290.43,296.9,2399814
296.9,305.06,293.37,297.93,1824290
297.93,303.89,291.97,297.96,1000000
