open,high,low,close,volume
232.59,234.65,224.66,226.39,4230933
226.39,228.58,220.77,221.5,4199652
221.5,226.7,216.49,218.35,3383615
218.35,226.28,214.01,220.89,3459650
220.89,226.28,212.63,215.83,4339045
215.83,224.0,211.1,219.47,789619
219.47,221.87,213.9,215.57,1331715
215.57,218.03,212.31,214.74,2235867
214.74,220.81,214.38,215.91,4095541
215.91,220.41,212.98,216.81,2130169
216.81,218.59,206.71,210.69,884850
210.69,212.91,205.42,205.63,657739
205.63,208.04,203.93,206.35,2785546
206.35,206.86,200.38,204.87,2054324
204.87,207.88,195.44,200.07,2510495
200.07,203.4,194.56,198.52,4912049
198.52,200.22,194.73,199.91,1431576
199.91,201.45,196.62,199.43,1194826
199.43,215.67,198.46,210.68,1928397
210.68,222.06,205.74,218.41,4212709
218.41,222.27,214.12,218.95,2644269
218.95,222.72,217.98,219.51,1203367
219.51,223.24,212.5,215.0,2481370
215.0,227.52,214.12,223.7,4590192
223.7,225.8,216.23,221.03,3998229
221.03,230.68,219.86,228.59,1295632
228.59,229.49,213.95,217.55,1039146
217.55,221.85,205.45,210.6,4222979
210.6,215.26,205.15,211.24,1451372
211.24,215.26,206.37,214.28,2003583
214.28,218.29,207.75,211.83,918987
211.83,216.23,208.47,211.24,4633050
211.24,223.24,206.55,222.45,4549661
222.45,237.77,221.06,233.11,3895803
233.11,236.66,232.42,232.76,3433284
232.76,233.51,231.22,232.13,527480
232.13,232.65,223.19,225.15,4371062
225.15,227.13,220.94,223.36,1659781
223.36,228.42,220.05,221.22,3014207
221.22,227.9,215.53,223.48,1542876
223.48,228.99,223.16,226.38,1789068
226.38,229.03,201.76,206.88,846706
206.88,215.77,205.47,211.58,3040136
211.58,212.49,207.94,210.61,3539571
210.61,212.97,198.21,200.22,2618563
200.22,204.53,191.6,193.69,4862340
193.69,195.94,183.05,184.87,591396
184.87,197.1,183.72,192.59,1720976
192.59,194.14,176.96,180.57,3774339
180.57,183.36,178.23,182.36,3358408
182.36,186.01,178.71,182.38,1000000
