open,high,low,close,volume
176.39,176.71,175.02,175.4,869178
175.4,176.53,174.3,175.04,4721688
175.04,175.88,172.08,172.41,3786906
172.41,173.05,168.38,169.87,4101317
169.87,171.36,169.57,170.95,4628794
170.95,171.97,167.54,168.73,1028753
168.73,169.52,167.93,168.27,4321881
168.27,170.72,168.04,169.08,4394511
169.08,169.83,165.9,166.95,1298595
166.95,167.78,163.81,165.28,4593266
165.28,166.49,163.08,163.53,1276600
163.53,164.86,159.71,160.39,1673091
160.39,161.14,159.84,160.94,979666
160.94,164.58,160.12,163.46,4805560
163.46,164.45,161.78,163.18,4496447
163.18,163.65,159.65,161.01,2196086
161.01,162.55,159.06,159.23,3652964
159.23,160.11,157.2,158.59,4937964
158.59,160.76,157.07,160.2,3979159
160.2,161.48,158.4,159.41,2331126
159.41,161.67,158.29,161.03,969954
161.03,161.38,158.09,159.32,2368584
159.32,160.92,158.58,160.23,3593485
160.23,161.77,158.97,160.33,2110626
160.33,161.98,157.16,157.88,3091054
157.88,159.26,157.18,158.6,4640780
158.6,162.18,157.91,161.46,1380020
161.46,162.93,160.0,162.76,3674125
162.76,163.52,161.83,163.33,3492913
163.33,167.05,161.88,165.6,4309161
165.6,167.23,163.75,164.89,1155895
164.89,165.09,162.83,164.48,2802516
164.48,165.56,162.96,164.87,4790970
164.87,165.11,164.35,164.53,2823159
164.53,165.06,163.15,164.63,3346553
164.63,166.13,163.25,163.44,2104786
163.44,164.74,161.28,161.89,1584070
161.89,164.39,161.24,163.55,2283721
163.55,164.09,162.02,162.2,3621078
162.2,163.68,160.59,161.03,1308043
161.03,162.6,159.16,159.54,982371
159.54,160.02,158.51,158.86,4614425
158.86,159.23,155.47,156.12,2297317
156.12,156.77,154.0,154.21,1024499
154.21,158.01,152.96,157.4,500912
157.4,161.14,156.71,160.29,1315181
160.29,162.27,158.75,161.26,2852269
161.26,161.77,159.48,160.41,3858769
160.41,162.06,157.28,158.74,4003084
158.74,163.86,158.49,162.24,3739440
162.24,165.48,159.0,162.26,1000000
