open,high,low,close,volume
59.12,59.5,58.02,58.42,3559943
58.42,58.98,57.38,57.81,2868638
57.81,58.22,57.35,58.07,2606501
58.07,58.31,57.6,58.12,3652194
58.12,58.84,57.99,58.68,3141228
58.68,59.37,57.78,57.99,1353269
57.99,58.12,57.38,57.84,3953131
57.84,58.35,56.62,56.92,4863532
56.92,57.56,56.63,57.08,694463
57.08,58.18,56.83,58.06,3640231
58.06,58.14,56.98,57.64,4396158
57.64,58.28,56.78,57.28,1566843
57.28,57.89,55.81,56.0,3020176
56.0,56.61,55.6,56.31,4736673
56.31,56.68,55.81,56.35,4125490
56.35,56.89,55.36,55.97,4957633
55.97,56.92,55.53,56.76,3204837
56.76,57.64,56.63,57.27,4449737
57.27,57.52,56.72,57.23,744569
57.23,58.91,56.8,58.46,2691846
58.46,59.11,57.82,58.49,3271164
58.49,59.33,58.3,58.89,3130588
58.89,59.14,57.2,57.87,1381633
57.87,60.41,57.66,60.14,3192001
60.14,60.9,59.58,60.38,4184532
60.38,61.18,60.17,60.85,2189579
60.85,61.02,59.85,60.52,1238809
60.52,61.38,60.08,61.25,2861205
61.25,61.65,59.78,59.88,1049223
59.88,59.95,57.15,57.74,3383563
57.74,58.31,57.17,57.95,1450285
57.95,58.23,57.35,57.6,2407472
57.6,58.48,56.95,58.35,3654789
58.35,59.72,57.85,59.25,4255592
59.25,59.32,57.82,58.28,569675
58.28,59.88,58.11,59.24,2237892
59.24,60.76,59.03,60.21,2786664
60.21,60.94,59.59,60.8,1131151
60.8,62.25,60.55,61.55,823141
61.55,62.06,60.73,61.16,1104010
61.16,61.74,60.43,61.22,3271433
61.22,61.53,60.15,60.82,3235695
60.82,62.83,60.7,62.22,2866586
62.22,62.83,60.82,61.42,3451420
61.42,61.9,60.65,61.1,3316898
61.1,61.27,60.52,60.66,1168207
60.66,61.39,59.37,59.82,1839581
59.82,60.8,59.16,60.13,3943400
60.13,60.57,59.82,60.16,2909707
60.16,60.43,59.9,60.01,4231091
60.01,61.21,58.81,60.02,1000000
