open,high,low,close,volume
84.01,84.9,83.52,84.74,1963184
84.74,85.66,83.31,84.12,2807490
84.12,84.67,82.2,83.76,2547489
83.76,85.41,83.14,83.79,1662907
83.79,86.88,82.91,85.77,4582647
85.77,88.51,84.05,86.99,4879029
86.99,91.07,86.01,89.34,1585478
89.34,91.36,87.69,90.11,1047640
90.11,90.54,88.72,89.39,587263
89.39,90.89,83.81,85.12,4484878
85.12,87.91,83.84,87.2,4064294
87.2,88.37,84.98,86.61,2423252
86.61,87.95,85.48,85.8,642190
85.8,87.02,83.7,85.1,3112448
85.1,86.01,84.9,85.83,3757936
85.83,87.78,85.14,87.28,1945733
87.28,88.04,84.95,85.79,1257582
85.79,86.31,82.13,82.63,1826204
82.63,83.72,80.92,81.07,4089410
81.07,81.7,80.24,81.18,4221288
81.18,81.54,79.42,80.61,822045
80.61,81.64,80.29,81.5,4932951
81.5,83.28,80.12,82.05,2926990
82.05,84.29,80.49,83.74,1259855
83.74,85.24,81.53,82.14,4419412
82.14,82.24,80.18,81.46,1371132
81.46,82.66,76.38,77.45,2318702
77.45,78.62,75.13,76.45,755118
76.45,79.84,75.3,78.51,3133954
78.51,80.86,77.07,79.59,4585346
79.59,82.38,78.98,82.01,3037511
82.01,83.69,81.67,82.51,4737062
82.51,85.54,80.92,83.91,898256
83.91,84.89,81.44,82.42,1204326
82.42,83.43,81.51,83.08,1155964
83.08,86.71,81.92,86.62,1346453
86.62,90.62,84.88,89.52,2206982
89.52,90.78,89.2,89.42,1715183
89.42,91.03,88.45,88.83,3608177
88.83,89.37,86.4,87.43,4641217
87.43,89.1,86.26,88.71,1816552
88.71,89.73,87.81,88.4,3012540
88.4,91.15,86.74,89.68,3963982
89.68,90.33,88.27,88.82,1086452
88.82,92.94,88.68,91.6,1967643
91.6,92.7,90.61,91.12,738371
91.12,92.26,89.24,90.75,3105236
90.75,91.16,84.88,86.56,2189612
86.56,89.66,85.65,89.11,2313646
89.11,89.6,85.89,87.19,1305538
87.19,88.93,85.45,87.2,1000000
